Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
U00096.3	3528669	3529337		plus	purine nucleotidase	yrfG	0	protein-coding		AAC76424.2	222	b3399
U00096.3	3529348	3529749		plus	heat shock protein Hsp15	hslR	0	protein-coding		AAC76425.1	133	b3400
U00096.3	3529774	3530652		plus	molecular chaperone Hsp33	hslO	0	protein-coding		AAC76426.2	292	b3401
U00096.3	3530715	3532439		minus	putative transport protein YhgE	yhgE	0	protein-coding		AAC76427.1	574	b3402
U00096.3	3532818	3534440		plus	phosphoenolpyruvate carboxykinase (ATP)	pck	0	protein-coding		AAC76428.1	540	b3403
U00096.3	3534516	3535868		minus	sensor histidine kinase EnvZ	envZ	0	protein-coding		AAC76429.1	450	b3404
U00096.3	3535865	3536584		minus	DNA-binding transcriptional dual regulator OmpR	ompR	0	protein-coding		AAC76430.1	239	b3405
U00096.3	3536812	3537288		plus	transcription elongation factor GreB	greB	0	protein-coding		AAC76431.2	158	b3406
U00096.3	3537385	3539706		plus	putative RNA-binding protein YhgF	yhgF	0	protein-coding		AAC76432.2	773	b3407
U00096.3	3540163	3540390		plus	ferrous iron transport protein A	feoA	0	protein-coding		AAC76433.1	75	b3408
U00096.3	3540407	3542728		plus	Fe(2(+)) transporter FeoB	feoB	0	protein-coding		AAC76434.1	773	b3409
U00096.3	3542728	3542964		plus	ferrous iron transport protein FeoC	feoC	0	protein-coding		AAC76435.1	78	b3410
U00096.3	3543167	3544045		plus	recombination-promoting nuclease RpnA	rpnA	0	protein-coding		AAC76436.1	292	b3411
U00096.3	3544074	3544844		minus	pimeloyl-acyl carrier protein methyl ester esterase	bioH	0	protein-coding		AAC76437.1	256	b3412
U00096.3	3544882	3545565		plus	DNA utilization protein YhgH	yhgH	0	protein-coding		AAC76438.2	227	b3413
U00096.3	3545624	3546199		plus	iron-sulfur cluster carrier protein NfuA	nfuA	0	protein-coding		AAC76439.1	191	b3414
U00096.3	3546559	3547875		plus	high-affinity gluconate transporter	gntT	0	protein-coding		AAT48179.1	438	b3415
U00096.3	3547986	3550070		minus	4-alpha-glucanotransferase	malQ	0	protein-coding		AAC76441.1	694	b3416
U00096.3	3550080	3552473		minus	maltodextrin phosphorylase	malP	0	protein-coding		AAT48180.1	797	b3417
U00096.3	3553085	3555790		plus	DNA-binding transcriptional activator MalT	malT	0	protein-coding		AAC76443.1	901	b3418
U00096.3	3555833	3556849		minus	RNA 3'-terminal phosphate cyclase	rtcA	0	protein-coding		AAT48181.1	338	b4475
U00096.3	3556853	3558079		minus	RNA-splicing ligase	rtcB	0	protein-coding		AAC76446.1	408	b3421
U00096.3	3558268	3559866		plus	DNA-binding transcriptional activator RtcR	rtcR	0	protein-coding		AAC76447.1	532	b3422
U00096.3	3559848	3560605		minus	uncharacterized gene	glpR	0	pseudogene				b3423
U00096.3	3560622	3561452		minus	rhomboid protease GlpG	glpG	0	protein-coding		AAT48182.1	276	b3424
U00096.3	3561497	3561823		minus	thiosulfate sulfurtransferase GlpE	glpE	0	protein-coding		AAC76450.1	108	b3425
U00096.3	3562013	3563518		plus	aerobic glycerol 3-phosphate dehydrogenase	glpD	0	protein-coding		AAC76451.1	501	b3426
U00096.3	3563724	3564005		minus	putative uncharacterized protein YzgL	yzgL	0	protein-coding		AYC08247.1	93	b3427
U00096.3	3564134	3566581		minus	glycogen phosphorylase	glgP	0	protein-coding		AAC76453.1	815	b3428
U00096.3	3566600	3568033		minus	glycogen synthase	glgA	0	protein-coding		AAC76454.1	477	b3429
U00096.3	3568033	3569328		minus	glucose-1-phosphate adenylyltransferase	glgC	0	protein-coding		AAC76455.1	431	b3430
U00096.3	3569346	3571319		minus	limit dextrin alpha-1,6-glucohydrolase	glgX	0	protein-coding		AAC76456.1	657	b3431
U00096.3	3571316	3573502		minus	1,4-alpha-glucan branching enzyme	glgB	0	protein-coding		AAC76457.1	728	b3432
U00096.3	3573660	3573701		minus	protein YhgO	yhgO	0	protein-coding		QNV50541.1	13	b4788
U00096.3	3573679	3573708		minus	protein YhgP	yhgP	0	protein-coding		QNV50542.1	9	b4789
U00096.3	3573775	3574878		minus	aspartate-semialdehyde dehydrogenase	asd	0	protein-coding		AAC76458.1	367	b3433
U00096.3	3575071	3575664		plus	MarC family putative inner membrane protein YhgN	yhgN	0	protein-coding		AAC76459.1	197	b3434
U00096.3	3575721	3577061		minus	low-affinity gluconate transporter	gntU	0	protein-coding		AAT48183.1	446	b4476
U00096.3	3577065	3577592		minus	D-gluconate kinase, thermostable	gntK	0	protein-coding		AAC76462.2	175	b3437
U00096.3	3577731	3578726		minus	DNA-binding transcriptional repressor GntR	gntR	0	protein-coding		AAT48184.1	331	b3438
U00096.3	3578950	3579645		minus	quercetin 2,3-dioxygenase	yhhW	0	protein-coding		AAC76464.1	231	b3439
U00096.3	3579768	3580805		minus	putative oxidoreductase YhhX	yhhX	0	protein-coding		AAC76465.1	345	b3440
U00096.3	3580922	3581016		minus	small regulatory RNA RyhB	ryhB	0	ncRNA				b4451
U00096.3	3581138	3581626		plus	N-acetyltransferase YhhY	yhhY	0	protein-coding		AAC76466.1	162	b3441
U00096.3	3581863	3583041		plus	putative endonuclease YhhZ	yhhZ	0	protein-coding		AAC76467.1	392	b3442
U00096.3	3583038	3584309		plus	uncharacterized gene	yrhA	0	pseudogene				b3443
U00096.3	3583483	3583758		plus	IS1 family protein InsA	insA6	0	protein-coding		AAC76469.1	91	b3444
U00096.3	3583677	3584180		plus	IS1 family protein InsB	insB6	0	protein-coding		AAC76470.1	167	b3445
U00096.3	3584404	3584559		plus	uncharacterized protein YrhD	yrhD	0	protein-coding		AYC08248.1	51	b4612
U00096.3	3584759	3585043		plus	putative heat shock chaperone	yrhB	0	protein-coding		AAC76471.1	94	b3446
U00096.3	3585081	3586823		minus	glutathione hydrolase proenzyme	ggt	0	protein-coding		AAC76472.1	580	b3447
U00096.3	3586943	3587383		plus	DUF2756 domain-containing protein YhhA	yhhA	0	protein-coding		AAC76473.1	146	b3448
U00096.3	3587370	3588113		minus	glycerophosphodiester phosphodiesterase UgpQ	ugpQ	0	protein-coding		AAC76474.1	247	b3449
U00096.3	3588110	3589180		minus	sn-glycerol 3-phosphate ABC transporter ATP binding subunit	ugpC	0	protein-coding		AAC76475.2	356	b3450
U00096.3	3589182	3590027		minus	sn-glycerol 3-phosphate ABC transporter membrane subunit UgpE	ugpE	0	protein-coding		AAC76476.1	281	b3451
U00096.3	3590024	3590911		minus	sn-glycerol 3-phosphate ABC transporter membrane subunit UgpA	ugpA	0	protein-coding		AAC76477.1	295	b3452
U00096.3	3591009	3592325		minus	sn-glycerol 3-phosphate ABC transporter periplasmic binding protein	ugpB	0	protein-coding		AAC76478.1	438	b3453
U00096.3	3592724	3593437		minus	branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivF	livF	0	protein-coding		AAC76479.2	237	b3454
U00096.3	3593439	3594206		minus	branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivG	livG	0	protein-coding		AAC76480.1	255	b3455
U00096.3	3594203	3595480		minus	branched chain amino acid/phenylalanine ABC transporter membrane subunit LivM	livM	0	protein-coding		AAC76481.1	425	b3456
U00096.3	3595477	3596403		minus	branched chain amino acid/phenylalanine ABC transporter membrane subunit LivH	livH	0	protein-coding		AAC76482.1	308	b3457
U00096.3	3596451	3597560		minus	L-leucine/L-phenylalanine ABC transporter periplasmic binding protein	livK	0	protein-coding		AAC76483.1	369	b3458
U00096.3	3597984	3598367		plus	PanD maturation factor	panZ	0	protein-coding		AAC76484.1	127	b3459
U00096.3	3598555	3599658		minus	branched chain amino acid/phenylalanine ABC transporter periplasmic binding protein	livJ	0	protein-coding		AAT48185.1	367	b3460
U00096.3	3599929	3600783		minus	RNA polymerase sigma factor RpoH	rpoH	0	protein-coding		AAC76486.1	284	b3461
U00096.3	3601028	3602086		minus	cell division protein FtsX	ftsX	0	protein-coding		AAC76487.1	352	b3462
U00096.3	3602079	3602747		minus	cell division protein FtsE	ftsE	0	protein-coding		AAC76488.1	222	b3463
U00096.3	3602750	3604243		minus	signal recognition particle receptor	ftsY	0	protein-coding		AAC76489.1	497	b3464
U00096.3	3604393	3604989		plus	16S rRNA m(2)G966 methyltransferase	rsmD	0	protein-coding		AAC76490.1	198	b3465
U00096.3	3604979	3605248		plus	DUF1145 domain-containing protein YhhL	yhhL	0	protein-coding		AAC76491.1	89	b3466
U00096.3	3605251	3605610		minus	DUF2500 domain-containing protein YhhM	yhhM	0	protein-coding		AAC76492.1	119	b3467
U00096.3	3605751	3606377		plus	PF07947 family protein YhhN	yhhN	0	protein-coding		AAC76493.1	208	b3468
U00096.3	3606451	3608649		plus	Zn(2(+))/Cd(2(+))/Pb(2(+)) exporting P-type ATPase	zntA	0	protein-coding		AAC76494.1	732	b3469
U00096.3	3608751	3608996		minus	sulfur transfer protein TusA	tusA	0	protein-coding		AAC76495.1	81	b3470
U00096.3	3609217	3609882		plus	queuosine precursor transporter	yhhQ	0	protein-coding		AAC76496.1	221	b3471
U00096.3	3609955	3610512		plus	periplasmic bacteriophage sensitivity protein DcrB	dcrB	0	protein-coding		AAC76497.2	185	b3472
U00096.3	3610516	3611733		minus	putative transporter YhhS	yhhS	0	protein-coding		AAC76498.2	405	b3473
U00096.3	3611865	3612914		plus	putative transporter YhhT	yhhT	0	protein-coding		AAC76499.2	349	b3474
U00096.3	3612969	3613556		plus	holo-[acyl carrier protein] synthase 2	acpT	0	protein-coding		AAC76500.1	195	b3475
U00096.3	3613667	3615241		plus	Ni(2(+)) ABC transporter periplasmic binding protein	nikA	0	protein-coding		AAC76501.1	524	b3476
U00096.3	3615241	3616185		plus	Ni(2(+)) ABC transporter membrane subunit NikB	nikB	0	protein-coding		AAC76502.1	314	b3477
U00096.3	3616182	3617015		plus	Ni(2(+)) ABC transporter membrane subunit NikC	nikC	0	protein-coding		AAC76503.1	277	b3478
U00096.3	3617015	3617779		plus	Ni(2(+)) ABC transporter ATP binding subunit NikD	nikD	0	protein-coding		AAC76504.1	254	b3479
U00096.3	3617776	3618582		plus	Ni(2(+)) ABC transporter ATP binding subunit NikE	nikE	0	protein-coding		AAC76505.1	268	b3480
U00096.3	3618588	3618989		plus	DNA-binding transcriptional repressor NikR	nikR	0	protein-coding		AAC76506.1	133	b3481
U00096.3	3619192	3623427		plus	rhs element protein RhsB	rhsB	0	protein-coding		AAT48186.1	1411	b3482
U00096.3	3623399	3623782		plus	PF15631 family protein YhhH	yhhH	0	protein-coding		AAC76508.2	127	b3483
U00096.3	3623887	3624132		plus	uncharacterized gene	yrhC	0	pseudogene				b4552
U00096.3	3624378	3625514		plus	putative transposase	yhhI	0	protein-coding		AAC76509.1	378	b3484
U00096.3	3625679	3626803		minus	ABC transporter family protein YhhJ	yhhJ	0	protein-coding		AAC76510.4	374	b3485
U00096.3	3626803	3629538		minus	ribosome-associated ATPase	rbbA	0	protein-coding		AAT48187.1	911	b3486
U00096.3	3629535	3630602		minus	putative membrane fusion protein YhiI	yhiI	0	protein-coding		AAC76512.1	355	b3487
U00096.3	3630665	3630778		minus	protein YhiY	yhiY	0	protein-coding		QNV50543.1	37	b4790
U00096.3	3630968	3632590		minus	DUF4049 domain-containing protein YhiJ	yhiJ	0	protein-coding		AAC76513.1	540	b3488
U00096.3	3632852	3634458		minus	uncharacterized gene	yhiL	0	pseudogene				b4660
U00096.3	3634841	3635893		plus	inner membrane protein YhiM	yhiM	0	protein-coding		AAC76516.4	350	b3491
U00096.3	3636208	3637410		minus	putative oxidoreductase YhiN	yhiN	0	protein-coding		AAC76517.1	400	b3492
U00096.3	3637642	3639141		plus	metal phosphate:H(+) symporter PitA	pitA	0	protein-coding		AAC76518.1	499	b3493
U00096.3	3639385	3639720		minus	universal stress protein B	uspB	0	protein-coding		AAC76519.1	111	b3494
U00096.3	3640111	3640545		plus	universal stress protein A	uspA	0	protein-coding		AAC76520.1	144	b3495
U00096.3	3640612	3640686		minus	protein YriA	yriA	0	protein-coding		QNV50544.1	24	b4791
U00096.3	3640643	3640696		minus	protein YriB	yriB	0	protein-coding		QNV50545.1	17	b4792
U00096.3	3640862	3642331		plus	dipeptide/tripeptide:H(+) symporter DtpB	dtpB	0	protein-coding		AAC76521.1	489	b3496
U00096.3	3642380	3643132		minus	16S rRNA m(2)G1516 methyltransferase	rsmJ	0	protein-coding		AAC76522.1	250	b3497
U00096.3	3643140	3645182		minus	oligopeptidase A	prlC	0	protein-coding		AAC76523.1	680	b3498
U00096.3	3645385	3646227		plus	23S rRNA m(6)A2030 methyltransferase	rlmJ	0	protein-coding		AAC76524.1	280	b3499
U00096.3	3646299	3647651		plus	glutathione reductase (NADPH)	gor	0	protein-coding		AAC76525.1	450	b3500
U00096.3	3647705	3647788		minus	membrane toxin DinQ	dinQ	0	protein-coding		ABP93453.2	27	b4613
U00096.3	3648063	3648144		plus	small RNA AgrA	agrA	0	ncRNA				b4712
U00096.3	3648294	3648375		plus	small regulatory RNA AgrB	agrB	0	ncRNA				b4713
U00096.3	3648528	3648881		plus	DNA-binding transcriptional repressor ArsR	arsR	0	protein-coding		AAC76526.1	117	b3501
U00096.3	3648935	3650224		plus	arsenite/antimonite:H(+) antiporter	arsB	0	protein-coding		AAC76527.2	429	b3502
U00096.3	3650237	3650662		plus	arsenate reductase	arsC	0	protein-coding		AAC76528.1	141	b3503
U00096.3	3651291	3653713		plus	uncharacterized gene	yhiS	0	pseudogene				b3504
U00096.3	3652182	3653162		minus	IS5 family transposase and trans-activator	insH11	0	protein-coding		AAC76250.2	326	b3505
U00096.3	3653961	3654527		plus	starvation lipoprotein	slp	0	protein-coding		AAC76531.2	188	b3506
U00096.3	3654683	3655213		plus	putative DNA-binding transcriptional regulator DctR	dctR	0	protein-coding		AAC76532.1	176	b3507
U00096.3	3655255	3655902		minus	inner membrane protein YhiD	yhiD	0	protein-coding		AAC76533.1	215	b3508
U00096.3	3655966	3656292		minus	periplasmic acid stress chaperone HdeB	hdeB	0	protein-coding		AAC76534.2	108	b3509
U00096.3	3656408	3656740		minus	periplasmic acid stress chaperone HdeA	hdeA	0	protein-coding		AAC76535.1	110	b3510
U00096.3	3656995	3657567		plus	acid-resistance membrane protein	hdeD	0	protein-coding		AAC76536.1	190	b3511
U00096.3	3657985	3658054		minus	small regulatory RNA ArrS	arrS	0	ncRNA				b4704
U00096.3	3658366	3658893		plus	DNA-binding transcriptional activator GadE	gadE	0	protein-coding		AAC76537.1	175	b3512
U00096.3	3658992	3659082		plus	small regulatory RNA GadF	gadF	0	ncRNA				b4718
U00096.3	3659232	3660389		plus	multidrug efflux pump membrane fusion protein MdtE	mdtE	0	protein-coding		AAC76538.1	385	b3513
U00096.3	3660414	3663527		plus	multidrug efflux pump RND permease MdtF	mdtF	0	protein-coding		AAC76539.1	1037	b3514
U00096.3	3663890	3664618		minus	DNA-binding transcriptional dual regulator GadW	gadW	0	protein-coding		AAC76540.1	242	b3515
U00096.3	3664864	3664969		plus	small regulatory RNA GadY	gadY	0	ncRNA				b4452
U00096.3	3664986	3665810		minus	DNA-binding transcriptional dual regulator GadX	gadX	0	protein-coding		AAC76541.1	274	b3516
U00096.3	3666180	3667580		minus	glutamate decarboxylase A	gadA	0	protein-coding		AAC76542.1	466	b3517
U00096.3	3667791	3669188		minus	cytochrome c peroxidase	ccp	0	protein-coding		AAC76543.1	465	b3518
U00096.3	3669592	3671241		plus	cytoplasmic trehalase	treF	0	protein-coding		AAC76544.1	549	b3519
U00096.3	3671292	3671894		minus	putative DNA-binding transcriptional regulator YhjB	yhjB	0	protein-coding		AAC76545.1	200	b3520
U00096.3	3672414	3673313		plus	putative DNA-binding transcriptional regulator YhjC	rcdB	0	protein-coding		AAC76546.2	299	b3521
U00096.3	3673362	3674375		plus	putative transporter YhjD	yhjD	0	protein-coding		AAC76547.1	337	b3522
U00096.3	3674786	3676108		plus	putative transporter YhjE	yhjE	0	protein-coding		AAC76548.1	440	b3523
U00096.3	3676290	3678350		minus	AsmA family protein YhjG	yhjG	0	protein-coding		AAC76549.2	686	b3524
U00096.3	3678420	3679187		minus	c-di-GMP phosphodiesterase PdeH	pdeH	0	protein-coding		AAC76550.2	255	b3525
U00096.3	3679419	3680348		plus	2-dehydro-3-deoxygluconokinase	kdgK	0	protein-coding		AAC76551.2	309	b3526
U00096.3	3680444	3681940		minus	peptidase M16 family protein YhjJ	yhjJ	0	protein-coding		AAC76552.1	498	b3527
U00096.3	3682161	3683447		minus	C4 dicarboxylate/orotate:H(+) symporter	dctA	0	protein-coding		AAC76553.1	428	b3528
U00096.3	3683630	3685618		minus	c-di-GMP phosphodiesterase PdeK	pdeK	0	protein-coding		AAC76554.4	662	b3529
U00096.3	3685700	3689173		minus	cellulose synthase outer membrane channel	bcsC	0	protein-coding		AAT48188.4	1157	b3530
U00096.3	3689155	3690261		minus	endo-1,4-D-glucanase	bcsZ	0	protein-coding		AAC76556.1	368	b3531
U00096.3	3690268	3692607		minus	cellulose synthase periplasmic subunit	bcsB	0	protein-coding		AAC76557.1	779	b3532
U00096.3	3692618	3695236		minus	cellulose synthase catalytic subunit	bcsA	0	protein-coding		AAC76558.2	872	b3533
U00096.3	3695233	3695985		minus	uncharacterized gene	bcsQ	0	pseudogene				b3534
U00096.3	3695997	3696185		minus	PF10945 family protein YhjR	yhjR	0	protein-coding		AAC76560.1	62	b3535
U00096.3	3696458	3698029		plus	c-di-GMP-binding protein BcsE	bcsE	0	protein-coding		AAC76561.1	523	b3536
U00096.3	3698026	3698217		plus	putative cellulose biosynthesis protein BcsF	bcsF	0	protein-coding		AAC76562.2	63	b3537
U00096.3	3698214	3699893		plus	cellulose phosphoethanolamine transferase	bcsG	0	protein-coding		AAC76563.1	559	b3538
U00096.3	3699980	3700087		minus	small toxic polypeptide LdrD	ldrD	0	protein-coding		AAT48189.1	35	b4453
U00096.3	3700136	3700199		plus	antisense regulatory RNA RdlD	rdlD	0	ncRNA				b4454
U00096.3	3700563	3701834		plus	putative transporter YhjV	yhjV	0	protein-coding		AAC76564.1	423	b3539
U00096.3	3701864	3702868		minus	dipeptide ABC transporter ATP binding subunit DppF	dppF	0	protein-coding		AAC76565.1	334	b3540
U00096.3	3702865	3703848		minus	dipeptide ABC transporter ATP binding subunit DppD	dppD	0	protein-coding		AAC76566.1	327	b3541
U00096.3	3703859	3704761		minus	dipeptide ABC transporter membrane subunit DppC	dppC	0	protein-coding		AAC76567.1	300	b3542
U00096.3	3704771	3705790		minus	dipeptide ABC transporter membrane subunit DppB	dppB	0	protein-coding		AAC76568.1	339	b3543
U00096.3	3706098	3707705		minus	dipeptide ABC transporter periplasmic binding protein	dppA	0	protein-coding		AAC76569.1	535	b3544
U00096.3	3708616	3708692		minus	tRNA-Pro	proK	0	tRNA				b3545
U00096.3	3708784	3710475		minus	phosphoethanolamine transferase EptB	eptB	0	protein-coding		AAC76570.2	563	b3546
U00096.3	3710799	3712007		minus	putative transporter YhjX	yhjX	0	protein-coding		AAC76571.1	402	b3547
U00096.3	3712236	3712934		minus	putative outer membrane protein YhjY	yhjY	0	protein-coding		AAC76572.2	232	b3548
U00096.3	3713092	3713655		plus	3-methyl-adenine DNA glycosylase I, constitutive	tag	0	protein-coding		AAC76573.1	187	b3549
U00096.3	3713652	3714092		plus	peptidyl-lysine N-acetyltransferase YiaC	yiaC	0	protein-coding		AAC76574.1	146	b3550
U00096.3	3714061	3716394		minus	biotin sulfoxide reductase	bisC	0	protein-coding		AAC76575.3	777	b3551
U00096.3	3716547	3717206		plus	PF13488 family lipoprotein YiaD	yiaD	0	protein-coding		AAT48190.1	219	b3552
U00096.3	3717310	3718284		plus	glyoxylate reductase	ghrB	0	protein-coding		AAC76577.2	324	b3553
U00096.3	3718334	3719044		minus	DUF3053 domain-containing protein YiaF	yiaF	0	protein-coding		AAC76578.2	236	b3554
U00096.3	3719478	3719768		plus	putative DNA-binding transcriptional regulator YiaG	yiaG	0	protein-coding		AAC76579.1	96	b3555
U00096.3	3720049	3720261		plus	cold shock protein CspA	cspA	0	protein-coding		AAC76580.1	70	b3556
U00096.3	3720400	3720471		plus	protein YsaE	ysaE	0	protein-coding		QNV50546.1	23	b4793
U00096.3	3720448	3720632		minus	uncharacterized gene	mokA	0	pseudogene				b4647
U00096.3	3720448	3720600		minus	small toxic polypeptide	hokA	0	protein-coding		AAT48191.1	50	b4455
U00096.3	3720680	3721201		plus	insertion element IS150 protein InsA	insJ	0	protein-coding		AAC76581.1	173	b3557
U00096.3	3721198	3722049		plus	IS150 family conserved protein InsB	insK	0	protein-coding		AAC76582.1	283	b3558
U00096.3	3722077	3722111		plus	uncharacterized gene	sokA	0	pseudogene				b4614
U00096.3	3722328	3724397		minus	glycine--tRNA ligase subunit beta	glyS	0	protein-coding		AAC76583.1	689	b3559
U00096.3	3724407	3725318		minus	glycine--tRNA ligase subunit alpha	glyQ	0	protein-coding		AAC76584.1	303	b3560
U00096.3	3725413	3725712		minus	putative lipoprotein YsaB	ysaB	0	protein-coding		ABD18703.1	99	b4553
U00096.3	3725887	3726882		plus	O-acetyltransferase WecH	wecH	0	protein-coding		AAC76585.1	331	b3561
U00096.3	3726924	3727361		minus	PF05360 family inner membrane protein YiaA	yiaA	0	protein-coding		AAC76586.2	145	b3562
U00096.3	3727407	3727748		minus	PF05360 family inner membrane protein YiaB	yiaB	0	protein-coding		AAC76587.2	113	b3563
U00096.3	3727917	3729371		minus	xylulokinase	xylB	0	protein-coding		AAC76588.1	484	b3564
U00096.3	3729386	3729545		minus	small RNA XylZ	xylZ	0	ncRNA				b4834
U00096.3	3729443	3730765		minus	xylose isomerase	xylA	0	protein-coding		AAC76589.1	440	b3565
U00096.3	3731131	3732123		plus	xylose ABC transporter periplasmic binding protein	xylF	0	protein-coding		AAC76590.1	330	b3566
U00096.3	3732201	3733742		plus	xylose ABC transporter ATP binding subunit	xylG	0	protein-coding		AAC76591.1	513	b3567
U00096.3	3733720	3734901		plus	xylose ABC transporter membrane subunit	xylH	0	protein-coding		AAC76592.1	393	b3568
U00096.3	3734979	3736157		plus	DNA-binding transcriptional dual regulator XylR	xylR	0	protein-coding		AAC76593.1	392	b3569
U00096.3	3736353	3737177		minus	putative glycoside hydrolase Bax	bax	0	protein-coding		AAT48192.1	274	b3570
U00096.3	3737177	3737203		minus	putative translational regulatory protein BaxL	baxL	0	protein-coding		QNV50547.1	8	b4794
U00096.3	3737497	3739527		plus	alpha-amylase	malS	0	protein-coding		AAC76595.1	676	b3571
U00096.3	3739705	3740958		plus	valine--pyruvate aminotransferase	avtA	0	protein-coding		AAT48193.1	417	b3572
U00096.3	3741109	3741582		minus	putative electron transport protein YsaA	ysaA	0	protein-coding		AAC76597.1	157	b3573
U00096.3	3741684	3742532		minus	DNA-binding transcriptional repressor PlaR	plaR	0	protein-coding		AAC76598.1	282	b3574
U00096.3	3742733	3743731		plus	2,3-diketo-L-gulonate reductase	yiaK	0	protein-coding		AAC76599.1	332	b3575
U00096.3	3743743	3744210		plus	DUF386 domain-containing protein YiaL	yiaL	0	protein-coding		AAC76600.1	155	b3576
U00096.3	3744328	3744801		plus	2,3-diketo-L-gulonate:Na(+) symporter - membrane subunit	yiaM	0	protein-coding		AAC76601.1	157	b3577
U00096.3	3744804	3746081		plus	2,3-diketo-L-gulonate:Na(+) symporter - membrane subunit	yiaN	0	protein-coding		AAT48194.1	425	b3578
U00096.3	3746094	3747080		plus	2,3-diketo-L-gulonate:Na(+) symporter - periplasmic binding protein	yiaO	0	protein-coding		AAC76603.1	328	b3579
U00096.3	3747084	3748580		plus	L-xylulose kinase	lyxK	0	protein-coding		AAC76604.1	498	b3580
U00096.3	3748577	3749239		plus	3-keto-L-gulonate-6-phosphate decarboxylase SgbH	sgbH	0	protein-coding		AAC76605.1	220	b3581
U00096.3	3749232	3750092		plus	putative L-xylulose 5-phosphate 3-epimerase	sgbU	0	protein-coding		AAC76606.2	286	b3582
U00096.3	3750086	3750781		plus	L-ribulose-5-phosphate 4-epimerase SgbE	sgbE	0	protein-coding		AAC76607.1	231	b3583
U00096.3	3750813	3750914		minus	uncharacterized gene	ysaC	0	pseudogene				b4648
U00096.3	3750918	3751109		plus	uncharacterized gene	ysaD	0	pseudogene				b4649
U00096.3	3751128	3751868		minus	outer membrane protein YiaT	yiaT	0	protein-coding		AAC76608.1	246	b3584
U00096.3	3751992	3752966		plus	putative DNA-binding transcriptional regulator YiaU	yiaU	0	protein-coding		AAC76609.1	324	b3585
U00096.3	3752963	3754099		minus	putative membrane fusion protein YiaV	yiaV	0	protein-coding		AAC76610.1	378	b3586
U00096.3	3754105	3754428		minus	DUF3302 domain-containing protein YiaW	yiaW	0	protein-coding		AAC76611.1	107	b3587
U00096.3	3754973	3756511		minus	aldehyde dehydrogenase B	aldB	0	protein-coding		AAC76612.2	512	b3588
U00096.3	3756676	3757827		minus	L-threonine dehydrogenase	yiaY	0	protein-coding		AAT48195.1	383	b3589
U00096.3	3758017	3759861		minus	selenocysteyl-tRNA-specific translation elongation factor	selB	0	protein-coding		AAC76614.1	614	b3590
U00096.3	3759858	3761249		minus	selenocysteine synthase	selA	0	protein-coding		AAC76615.1	463	b3591
U00096.3	3761347	3761955		minus	glutathione transferase-like protein YibF	yibF	0	protein-coding		AAC76616.1	202	b3592
U00096.3	3762183	3766316		plus	rhs element protein RhsA	rhsA	0	protein-coding		AAC76617.1	1377	b3593
U00096.3	3766337	3767179		plus	putative lyase containing HEAT-repeat	yibA	0	protein-coding		AAC76618.1	280	b3594
U00096.3	3767221	3767922		plus	uncharacterized gene	yibJ	0	pseudogene				b3595
U00096.3	3768177	3768638		plus	tetratricopeptide-like domain-containing protein YibG	yibG	0	protein-coding		AAC76620.1	153	b3596
U00096.3	3768639	3768890		plus	uncharacterized gene	yibS	0	pseudogene				b4650
U00096.3	3768892	3769256		plus	uncharacterized gene	yibW	0	pseudogene				b4651
U00096.3	3769345	3769680		plus	PF15596 family protein YibV	yibV	0	protein-coding		AYC08249.1	111	b4615
U00096.3	3769948	3770146		plus	uncharacterized gene	yibU	0	pseudogene				b4652
U00096.3	3770243	3771379		minus	inner membrane protein YibH	yibH	0	protein-coding		AAC76621.1	378	b3597
U00096.3	3771382	3771744		minus	DUF3302 domain-containing protein YibI	yibI	0	protein-coding		AAC76622.1	120	b3598
U00096.3	3772281	3774194		plus	mannitol-specific PTS enzyme IICBA component	mtlA	0	protein-coding		AAC76623.1	637	b3599
U00096.3	3774424	3775572		plus	mannitol-1-phosphate 5-dehydrogenase	mtlD	0	protein-coding		AAC76624.1	382	b3600
U00096.3	3775572	3776159		plus	transcriptional repressor MtlR	mtlR	0	protein-coding		AAC76625.1	195	b3601
U00096.3	3776171	3776380		minus	protein YibT	yibT	0	protein-coding		ABD18704.1	69	b4554
U00096.3	3776665	3777027		plus	DUF2810 domain-containing protein YibL	yibL	0	protein-coding		AAC76626.1	120	b3602
U00096.3	3777399	3779054		plus	lactate/glycolate:H(+) symporter LldP	lldP	0	protein-coding		AAC76627.1	551	b3603
U00096.3	3779054	3779830		plus	DNA-binding transcriptional dual regulator LldR	lldR	0	protein-coding		AAC76628.1	258	b3604
U00096.3	3779827	3781017		plus	L-lactate dehydrogenase	lldD	0	protein-coding		AAC76629.1	396	b3605
U00096.3	3781215	3781688		plus	tRNA (cytidine/uridine-2'-O)-ribose methyltransferase	trmL	0	protein-coding		AAC76630.1	157	b3606
U00096.3	3781741	3782562		minus	serine acetyltransferase	cysE	0	protein-coding		AAC76631.1	273	b3607
U00096.3	3782642	3783661		minus	glycerol-3-phosphate dehydrogenase	gpsA	0	protein-coding		AAC76632.1	339	b3608
U00096.3	3783661	3784128		minus	protein export chaperone SecB	secB	0	protein-coding		AAC76633.1	155	b3609
